Molecule: ./Results/serine/a5.txt 
Step1: ['add'], Previous ligand: c1ccccc1, Changed ligand: Oc1ccccc1, New ligand: Oc1ccccc1 Score: tensor([0.5001])
Step1164: ['move_junction'], Previous ligand: CNc1cn2c(c1CCO)C(OC)=CC(C)C2(C)OCCP, Changed ligand: COC1=CC(C)C(C)(OCCP)n2cc(N(C)CCO)cc21, New ligand: CNc1cn2c(c1CCO)C(OC)=CC(C)C2(C)OCCP Score: tensor([0.8177])
Step1165: ['remove'], Previous ligand: CNc1cn2c(c1CCO)C(OC)=CC(C)C2(C)OCCP, Changed ligand: CNc1cn2c(c1CCO)C(OC)=CC(C)C2OCCP, New ligand: CNc1cn2c(c1CCO)C(OC)=CC(C)C2OCCP Score: tensor([0.8191])
Step1166: ['add'], Previous ligand: CNc1cn2c(c1CCO)C(OC)=CC(C)C2OCCP, Changed ligand: COC1=CC(C)C(OCCP)n2cc(NC=N)c(CCO)c21, New ligand: CNc1cn2c(c1CCO)C(OC)=CC(C)C2OCCP Score: tensor([0.8191])
Step1167: ['remove'], Previous ligand: CNc1cn2c(c1CCO)C(OC)=CC(C)C2OCCP, Changed ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP Score: tensor([0.8188])
Step1168: ['add'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, Changed ligand: CNc1cn2c(c1C(O)O)C(OC)=CC(C)C2OCCP, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP Score: tensor([0.8188])
Step1169: ['change type'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, Changed ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OOCP, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP Score: tensor([0.8188])
Step1170: ['add'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, Changed ligand: COC1=CC(C)C(OCCP)n2cc(N(C)N)c(CO)c21, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP Score: tensor([0.8188])
Step1171: ['switch'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, Changed ligand: CNc1cn2c(c1CO)CC(OC)=CC(C)C2OCCP, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP Score: tensor([0.8188])
Step1172: ['turn ring aromatic'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, Changed ligand: CNC1CN2C(OCCP)C(C)C=C(OC)C2C1CO, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP Score: tensor([0.8188])
Step1173: ['add'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, Changed ligand: CNc1cn2c(c1CO)C(OC)=C(C)C(C)C2OCCP, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP Score: tensor([0.8188])
Step1174: ['remove'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, Changed ligand: COC1=CC(C)C(OCCP)n2cc(C)c(CO)c21, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP Score: tensor([0.8188])
Step1175: ['remove ring'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, Changed ligand: CNCCN1C(CCO)C(OC)=CC(C)C1OCCP, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP Score: tensor([0.8188])
Step1176: ['add'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, Changed ligand: CNc1cn2c(c1COO)C(OC)=CC(C)C2OCCP, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP Score: tensor([0.8188])
Step1177: ['turn ring aromatic'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, Changed ligand: CNC1CN2C(OCCP)C(C)C=C(OC)C2C1CO, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP Score: tensor([0.8188])
Step1178: ['add'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCP, Changed ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCPC, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCPC Score: tensor([0.8050])
Step1179: ['change type'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCPC, Changed ligand: CNc1cn2c(c1CN)C(OC)=CC(C)C2OCCPC, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCPC Score: tensor([0.8050])
Step1180: ['add'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCPC, Changed ligand: CCPCCOC1C(C)C=C(OC)c2c(CO)c(NC)cn21, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCPC Score: tensor([0.8050])
Step1181: ['form new ring'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C2OCCPC, Changed ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C21CPCCO1, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C21CPCCO1 Score: tensor([0.7836])
Step1182: ['move_junction'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C21CPCCO1, Changed ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C21CPCCO1, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C21CPCCO1 Score: tensor([0.7838])
Step1183: ['add'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C21CPCCO1, Changed ligand: C=C1C=C(OC)C2(S)C(CO)=C(NC)CN2C12CPCCO2, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C21CPCCO1 Score: tensor([0.7838])
Step1184: ['add'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C21CPCCO1, Changed ligand: COC1=CC(C)C2(CPCCO2)n2cc(N(C)C)c(CO)c21, New ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C21CPCCO1 Score: tensor([0.7838])
Step1185: ['add'], Previous ligand: CNc1cn2c(c1CO)C(OC)=CC(C)C21CPCCO1, Changed ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2 Score: tensor([0.7938])
Step1186: ['add'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2, Changed ligand: CNc1cn2c(c1CO)C(OC)=CC(CCCCS)C21CPCCO1, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2 Score: tensor([0.7938])
Step1187: ['change type'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2, Changed ligand: CCCPC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2 Score: tensor([0.7938])
Step1188: ['change type'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2, Changed ligand: CCCCC1C=C(OC)c2c(OO)c(NC)cn2C12CPCCO2, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2 Score: tensor([0.7938])
Step1189: ['add'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2, Changed ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCC(CCC)O2, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2 Score: tensor([0.7938])
Step1190: ['add'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCCO2, Changed ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCC(N)O2, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCC(N)O2 Score: tensor([0.8004])
Step1191: ['form new ring'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCC(N)O2, Changed ligand: CCCCC1C=C(OC)c2c3c(cn2C12CPCC(N)O2)NCC3O, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCC(N)O2 Score: tensor([0.8004])
Step1192: ['remove ring'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCC(N)O2, Changed ligand: CCCCC1C=C(OC)C(CCO)N(CCNC)C12CPCC(N)O2, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCC(N)O2 Score: tensor([0.8004])
Step1193: ['change type'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CPCC(N)O2, Changed ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CCCC(N)O2, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CCCC(N)O2 Score: tensor([0.8170])
Step1194: ['turn ring aromatic'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12CCCC(N)O2, Changed ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12:C:C:C:C(N):O:2, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12:C:C:C:C(N):O:2 Score: tensor([0.8150])
Step1195: ['remove'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12:C:C:C:C(N):O:2, Changed ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12:C:CC(N):O:2Step1196: ['add'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12:C:C:C:C(N):O:2, Changed ligand: CCCCC1C=C(OC)c2c(COC)c(NC)cn2C12:C:C:C:C(N):O:2, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12:C:C:C:C(N):O:2 Score: tensor([0.8150])
Step1197: ['change type'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12:C:C:C:C(N):O:2, Changed ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12C=CC=C(N)O2, New ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12C=CC=C(N)O2 Score: tensor([0.8152])
Step1198: ['add'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(NC)cn2C12C=CC=C(N)O2, Changed ligand: CCCCC1C=C(OC)c2c(CO)c(N(C)S)cn2C12C=CC=C(N)O2, New ligand: CCCCC1C=C(OC)c2c(CO)c(N(C)S)cn2C12C=CC=C(N)O2 Score: tensor([0.7833])
Step1199: ['add'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(N(C)S)cn2C12C=CC=C(N)O2, Changed ligand: CCCCC1C=C(OC)c2c(CO)c(N(S)CN)cn2C12C=CC=C(N)O2, New ligand: CCCCC1C=C(OC)c2c(CO)c(N(S)CN)cn2C12C=CC=C(N)O2 Score: tensor([0.7675])
Step1200: ['remove ring'], Previous ligand: CCCCC1C=C(OC)c2c(CO)c(N(S)CN)cn2C12C=CC=C(N)O2, Changed ligand: CCCCCC1(n2cc(N(S)CN)c(CO)c2C(C)OC)C=CC=C(N)O1, New ligand: CCCCC1C=C(OC)c2c(CO)c(N(S)CN)cn2C12C=CC=C(N)O2 Score: tensor([0.7675])
Step1201: ['remove'], Previous ligand: CCCC1C([SH3])=C(OC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC, New ligand: CCCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8461])
Step1202: ['move_junction'], Previous ligand: CCCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCCC1C=C(OCCO)c2cccn2C1(C)OCNC, New ligand: CCCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8461])
Step1203: ['remove'], Previous ligand: CCCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC, New ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8534])
Step1204: ['remove'], Previous ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC1C=C(OC)c2c(O)ccn2C1(C)OCNC, New ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8534])
Step1205: ['switch'], Previous ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC1C=C(OC)c2c(CO)ccn2C(C)(OCNC)C1, New ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8534])
Step1206: ['add'], Previous ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CNCOC1(C)C(C(C)O)C=C(OC)c2c(CO)ccn21, New ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8534])
Step1207: ['turn ring aromatic'], Previous ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC1C=C(OC)C2C(CO)CCN2C1(C)OCNC, New ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8534])
Step1208: ['form new ring'], Previous ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC12C=C(OC)c3c(CO)ccn3C1(C)OCNC2, New ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC Score: tensor([0.8534])
Step1209: ['add'], Previous ligand: CCC1C=C(OC)c2c(CO)ccn2C1(C)OCNC, Changed ligand: CCC1C=C(OC)c2c(CO)c(N)cn2C1(C)OCNC, New ligand: CCC1C=C(OC)c2c(CO)c(N)cn2C1(C)OCNC Score: tensor([0.8426])
Step1210: ['switch'], Previous ligand: CCC1C=C(OC)c2c(CO)c(N)cn2C1(C)OCNC, Changed ligand: CC=CC1C=C(OC)c2c(CO)c(N)cn2C1(C)OCNC, New ligand: CCC1C=C(OC)c2c(CO)c(N)cn2C1(C)OCNC Score: tensor([0.8426])
Step1211: ['add'], Previous ligand: CCC1C=C(OC)c2c(CO)c(N)cn2C1(C)OCNC, Changed ligand: CCC1C(N)=C(OC)c2c(CO)c(N)cn2C1(C)OCNC, New ligand: CCC1C=C(OC)c2c(CO)c(N)cn2C1(C)OCNC Score: tensor([0.8426])
Step1212: ['switch'], Previous ligand: CCC1C=C(OC)c2c(CO)c(N)cn2C1(C)OCNC, Changed ligand: CCC1C=C(OC)c2c(SCO)c(N)cn2C1(C)OCNC, New ligand: CCC1C=C(OC)c2c(SCO)c(N)cn2C1(C)OCNC Score: tensor([0.8509])
Step1213: ['switch'], Previous ligand: CCC1C=C(OC)c2c(SCO)c(N)cn2C1(C)OCNC, Changed ligand: CCC1C=C(OOC)c2c(SCO)c(N)cn2C1(C)OCNC, New ligand: CCC1C=C(OC)c2c(SCO)c(N)cn2C1(C)OCNC Score: tensor([0.8509])
Step1214: ['remove ring'], Previous ligand: CCC1C=C(OC)c2c(SCO)c(N)cn2C1(C)OCNC, Changed ligand: CCC(CCOC)C(C)(OCNC)n1cc(N)c(SCO)c1, New ligand: CCC1C=C(OC)c2c(SCO)c(N)cn2C1(C)OCNC Score: tensor([0.8509])
Step1215: ['remove'], Previous ligand: CCC1C=C(OC)c2c(SCO)c(N)cn2C1(C)OCNC, Changed ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, New ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21 Score: tensor([0.8387])
Step1216: ['remove ring'], Previous ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, Changed ligand: CCC(C)(OCNC)n1cc(N)c(SCO)c1C(C)OC, New ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21 Score: tensor([0.8387])
Step1217: ['remove'], Previous ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, Changed ligand: CNCOC1(C)C(C)C(OC)c2c(SCO)c(N)cn21, New ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21 Score: tensor([0.8387])
Step1218: ['switch'], Previous ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, Changed ligand: CNCOC1(C)C(C)C=C(OC)C2=C(SCO)[SH2]C(N)=CN21, New ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21 Score: tensor([0.8387])
Step1219: ['turn ring aromatic'], Previous ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, Changed ligand: CNCOC1(C)C(C)C=C(OC)C2C(SCO)C(N)CN21, New ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21 Score: tensor([0.8387])
Step1220: ['form new ring'], Previous ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, Changed ligand: COC1=CC2CN(C)COC2(C)n2cc(N)c(SCO)c21, New ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21 Score: tensor([0.8387])
Step1221: ['remove'], Previous ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, Changed ligand: CCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, New ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21 Score: tensor([0.8387])
Step1222: ['remove ring'], Previous ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, Changed ligand: CNCOC(C)(C(C)CCOC)n1cc(N)c(SCO)c1, New ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21 Score: tensor([0.8387])
Step1223: ['change type'], Previous ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, Changed ligand: CCCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, New ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21 Score: tensor([0.8387])
Step1224: ['remove'], Previous ligand: CNCOC1(C)C(C)C=C(OC)c2c(SCO)c(N)cn21, Changed ligand: CNCOC1(C)C(C)C=C(C)c2c(SCO)c(N)cn21, New ligand: CNCOC1(C)C(C)C=C(C)c2c(SCO)c(N)cn21 Score: tensor([0.7839])
Step1225: ['switch'], Previous ligand: CNCOC1(C)C(C)C=C(C)c2c(SCO)c(N)cn21, Changed ligand: CNCOCC1(C)C(C)C=C(C)c2c(SCO)c(N)cn21, New ligand: CNCOCC1(C)C(C)C=C(C)c2c(SCO)c(N)cn21 Score: tensor([0.7851])
Step1226: ['switch'], Previous ligand: CNCOCC1(C)C(C)C=C(C)c2c(SCO)c(N)cn21, Changed ligand: CNCOCC1(C)C(C)C=C(C)c2c(SCCO)c(N)cn21, New ligand: CNCOCC1(C)C(C)C=C(C)c2c(SCO)c(N)cn21 Score: tensor([0.7851])
Step1227: ['switch'], Previous ligand: CNCOCC1(C)C(C)C=C(C)c2c(SCO)c(N)cn21, Changed ligand: CNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CN)cn21, New ligand: CNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CN)cn21 Score: tensor([0.7903])
Step1228: ['add'], Previous ligand: CNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CN)cn21, Changed ligand: CCCCNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CN)cn21, New ligand: CCCCNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CN)cn21 Score: tensor([0.7824])
Step1229: ['switch'], Previous ligand: CCCCNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CN)cn21, Changed ligand: CCCCNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, New ligand: CCCCNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21 Score: tensor([0.7879])
Step1230: ['change type'], Previous ligand: CCCCNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, Changed ligand: CCCCNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, New ligand: CCCCNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21 Score: tensor([0.7876])
Step1231: ['remove'], Previous ligand: CCCCNCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, Changed ligand: CCCCCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, New ligand: CCCCCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21 Score: tensor([0.7875])
Step1232: ['switch'], Previous ligand: CCCCCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, Changed ligand: CCCCCCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, New ligand: CCCCCCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21 Score: tensor([0.7776])
Step1233: ['add'], Previous ligand: CCCCCCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, Changed ligand: CCCCCC(=O)OCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, New ligand: CCCCCCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21 Score: tensor([0.7776])
Step1234: ['add'], Previous ligand: CCCCCCOCC1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, Changed ligand: CCCCCCOC(=N)C1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, New ligand: CCCCCCOC(=N)C1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21 Score: tensor([0.7684])
Step1235: ['remove'], Previous ligand: CCCCCCOC(=N)C1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, Changed ligand: CCCCCOC(=N)C1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, New ligand: CCCCCCOC(=N)C1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21 Score: tensor([0.7684])
Step1236: ['switch'], Previous ligand: CCCCCCOC(=N)C1(C)C(C)C=C(C)c2c(SCO)c(CCN)cn21, Changed ligand: CCCCCCOC(=N)C1(C)C(C)C=C(C)c2c(SCO)c(CCNN)cn21, New ligand: CCCCCCOC(=N)C1(C)C(C)C=C(C)c2c(SCO)c(CCNN)cn21 Score: tensor([0.7821])
Step1237: ['remove ring'], Previous ligand: CCCCCCOC(=N)C1(C)C(C)C=C(C)c2c(SCO)c(CCNN)cn21, Changed ligand: CCCCCCOC(N)C(C)(C(C)CCC)n1cc(CCNN)c(SCO)c1, New ligand: CCCCCCOC(N)C(C)(C(C)CCC)n1cc(CCNN)c(SCO)c1 Score: tensor([0.7558])
Step1238: ['move_junction'], Previous ligand: CCCCCCOC(N)C(C)(C(C)CCC)n1cc(CCNN)c(SCO)c1, Changed ligand: CCCCCCOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC, New ligand: CCCCCCOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC Score: tensor([0.7419])
Step1239: ['remove ring'], Previous ligand: CCCCCCOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC, Changed ligand: CCCCCCOC(N)C(CNCC(CCNN)C(C)SCO)C(C)CCC, New ligand: CCCCCCOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC Score: tensor([0.7419])
Step1240: ['remove'], Previous ligand: CCCCCCOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC, Changed ligand: CCCCCOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC, New ligand: CCCCCOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC Score: tensor([0.7464])
Step1241: ['switch'], Previous ligand: CCCCCOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC, Changed ligand: CCCCCOOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC, New ligand: CCCCCOOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC Score: tensor([0.7490])
Step1242: ['turn ring aromatic'], Previous ligand: CCCCCOOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC, Changed ligand: CCCCCOOC(N)C(CN1CC(CCNN)C(SCO)C1)C(C)CCC, New ligand: CCCCCOOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC Score: tensor([0.7490])
Step1243: ['add'], Previous ligand: CCCCCOOC(N)C(Cn1cc(CCNN)c(SCO)c1)C(C)CCC, Changed ligand: CCCCCOOC(N)C(Cn1cc(SCO)c(C(O)CNN)c1)C(C)CCC, New ligand: CCCCCOOC(N)C(Cn1cc(SCO)c(C(O)CNN)c1)C(C)CCC Score: tensor([0.7798])
Step1244: ['add'], Previous ligand: CCCCCOOC(N)C(Cn1cc(SCO)c(C(O)CNN)c1)C(C)CCC, Changed ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CNN)c1)C(N)OOCCCCC, New ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CNN)c1)C(N)OOCCCCC Score: tensor([0.7867])
Step1245: ['change type'], Previous ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CNN)c1)C(N)OOCCCCC, Changed ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CNN)c1)C(N)OOOCCCC, New ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CNN)c1)C(N)OOCCCCC Score: tensor([0.7867])
Step1246: ['change type'], Previous ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CNN)c1)C(N)OOCCCCC, Changed ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CNN)c1)C(N)OOCCCCC, New ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CNN)c1)C(N)OOCCCCC Score: tensor([0.7859])
Step1247: ['switch'], Previous ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CNN)c1)C(N)OOCCCCC, Changed ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CCNN)c1)C(N)OOCCCCC, New ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CCNN)c1)C(N)OOCCCCC Score: tensor([0.7747])
Step1248: ['remove'], Previous ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CCNN)c1)C(N)OOCCCCC, Changed ligand: C=CCCC(C)C(COOCCCCC)Cn1cc(SCO)c(C(O)CCNN)c1, New ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CCNN)c1)C(N)OOCCCCC Score: tensor([0.7747])
Step1249: ['change bond type'], Previous ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CCNN)c1)C(N)OOCCCCC, Changed ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CCNN)c1)C(N)OOCCC=CC, New ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CCNN)c1)C(N)OOCCCCC Score: tensor([0.7747])
Step1250: ['add'], Previous ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CCNN)c1)C(N)OOCCCCC, Changed ligand: C=CCCC(C)C(Cn1cc(SC(O)=P)c(C(O)CCNN)c1)C(N)OOCCCCC, New ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CCNN)c1)C(N)OOCCCCC Score: tensor([0.7747])
Step1251: ['add'], Previous ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CCNN)c1)C(N)OOCCCCC, Changed ligand: C=CCCC(C)C(Cn1cc(C(O)CCNN)c(S(=C)CO)c1)C(N)OOCCCCC, New ligand: C=CCCC(C)C(Cn1cc(SCO)c(C(O)CCNN)c1)C(N)OOCCCCC Score: tensor([0.7747])
